uid	category	xcomet_noisy	xcomet_clean	xcomet_d	kiwi_noisy	kiwi_clean	kiwi_d	nta_noisy	nta_clean	nta_d	src_noisy	hyp_noisy	src_clean	hyp_clean	ref_en
A-HOM-001	HOM	71.58	82.12	10.54	72.84	73.05	0.22	0	0	0	广0王，我也是	Guang 0 Wang, I am too.	广陵王，我也是	Guangling Wang, I am too.	Prince of Guangling, same here.
A-HOM-002	HOM	92.48	99.98	7.50	83.37	80.57	-2.80	0	100	100	3Q 祝你新年快乐 🎊🐍	3Q Wishing you a happy new year 🎊🐍	谢谢 祝你新年快乐 🎊🐍	Thanks for the wishes, happy New Year! 🎊🐍	Thanks! Happy New Year 🎊🐍
A-HOM-003	HOM	89.98	98.24	8.26	81.09	84.18	3.09	0	0	0	我的玛雅太美了	My Maya is too beautiful.	我的妈呀太美了	My god, that's beautiful!	Oh my God, mine is so beautiful!
A-HOM-004	HOM	56.93	72.53	15.60	43.80	58.57	14.77	0	100	100	有顺风顺水顺财神的郝性头像吗？	Is there a Haxing headshot with favorable winds, favorable waters, and the God of Wealth?	有顺风顺水顺财神的郝姓头像吗？	Is there a portrait of a person with the surname He who has favorable winds, smooth sailing, and the God of Wealth?	Does anyone have a profile picture with the surname Hao that brings smooth sailing and the God of Wealth?
A-HOM-005	HOM	90.90	85.88	-5.03	81.18	72.88	-8.31	0	0	0	➗25家政 15洗衣  10洗车	25 housekeeping, 15 laundry, 10 car washing	出售25家政 15洗衣  10洗车	Sell 25 housekeeping, 15 laundry, 10 car wash.	Selling: housekeeping 25, laundry 15, car wash 10.
A-HOM-006	HOM	61.00	96.85	35.85	73.69	83.44	9.75	0	0	0	马牙，谢谢劳斯🥺❤️❤️❤️	Mawya, thanks, Lou! ❤️❤️❤️	妈呀，谢谢老师🥺❤️❤️❤️	My goodness, thank you, teacher 🥺❤️❤️❤️	Oh my God, thank you, teacher 🥺❤️❤️❤️
A-HOM-007	HOM	86.33	92.40	6.07	76.38	75.21	-1.17	0	100	100	似吧我不拦你	Maybe I won't stop you.	死吧我不拦你	Die, I won't stop you.	Go die if you want—I won't stop you.
A-HOM-008	HOM	90.06	90.89	0.83	56.01	69.07	13.06	100	100	0	哈雷哈雷，欢迎欢迎热烈欢迎	Hello hello, welcome welcome warmly welcome.	你好你好，欢迎欢迎热烈欢迎	Hello hello, welcome welcome warmly welcome.	Hello, hello—a very warm welcome!
A-HOM-009	HOM	36.50	93.01	56.50	51.97	70.07	18.10	0	0	0	国际大厦比	The International Building is taller than	国际大傻逼	International idiot	A world-class dumbass.
A-HOM-010	HOM	84.48	80.93	-3.55	69.28	72.16	2.88	0	100	100	啊啊啊啊给青兰ee吃	Ah ah ah ah, give Qinglan ee to eat.	啊啊啊啊给青兰阿姨吃	Ah ah ah ah, give Qinglan Auntie some.	Give Auntie Qinglan something to eat!
A-HOM-011	HOM	48.88	77.20	28.32	35.49	75.78	40.29	0	100	100	啊啊啊啊啊豆儿康康我	Ah ah ah ah ah Douer Kangkang I	啊啊啊啊啊豆儿看看我	Ah ah ah ah ah, Doudou, look at me!	Dou'er, take a look at me!!!
A-HOM-012	HOM	92.86	97.30	4.44	43.69	83.34	39.66	100	100	0	蟹蟹宝宝夸奖	Thanks, baby!	谢谢宝宝夸奖	Thanks, baby, for the compliment.	Thanks, babe, for the compliment.
A-HOM-013	HOM	88.16	100.00	11.84	85.04	85.85	0.81	0	100	100	啊！谢谢劳斯！	Ah! Thanks, Lou!	啊！谢谢老师！	Ah! Thank you, teacher!	Ah, thank you, teacher!
A-HOM-014	HOM	90.79	81.85	-8.94	48.10	58.48	10.38	100	100	0	大鸡毛（大金毛）	Big Golden Retriever (Large Golden Retriever)	大金毛（大金毛）	Big Golden Retriever (Big Golden Retriever)	A big golden retriever (a big golden retriever).
A-HOM-015	HOM	98.39	99.96	1.58	81.54	85.10	3.56	100	0	-100	每个月不用给chatgpt交20刀了	You don't have to pay 20 dollars a month for ChatGPT anymore.	每个月不用给chatgpt交20美元了	You don't have to pay $20 a month for ChatGPT anymore.	Now I don’t have to pay ChatGPT $20 a month.
A-HOM-017	HOM	86.52	99.70	13.18	83.83	77.47	-6.36	0	100	100	这就是史	This is history.	这就是屎	This is shit.	This is literally shit.
A-NEO-253	NEO	90.74	91.41	0.67	76.87	71.36	-5.51	0	0	0	知道为什么他父母接受他是0还配合拍视频吗 原因竟是...	Do you know why his parents accepted him and even cooperated in filming videos? The reason is...	知道为什么他父母接受他是受还配合拍视频吗 原因竟是...	Did you know why his parents accepted him, because he even cooperated in filming videos? The real reason is...	Do you know why his parents accept that he’s a bottom and even cooperate in making videos? The reason turns out to be...
A-HOM-019	HOM	69.95	61.34	-8.62	74.68	75.89	1.21	100	100	0	固体香薰挂！！有7.8个香味都好特别 不是那种浓郁型的，挂在衣柜里淡淡的香灰常舒心！每次来小韩都要囤一堆！！！！	Solid essential oil hanging! There are 7-8 different scents, all very special. It's not that strong, and when hung in the closet, it emits a gentle, soothing fragrance. Every time I visit South Korea, I have to stock up on a bunch!!	固体香薰挂！！有7.8个香味都好特别 不是那种浓郁型的，挂在衣柜里淡淡的香非常舒心！每次来小韩都要囤一堆！！！！	Solid essential oil hanging! There are 7-8 different scents, all very special. It's not that strong, and when hung in the closet, the gentle fragrance is very relaxing. Every time I visit South Korea, I have to stock up a lot!	Solid fragrance hangers!! There are seven or eight scents, and every one is so unique. They’re not overpowering; hanging one in the wardrobe leaves a soft scent that feels incredibly soothing! I stock up on a bunch every time I visit Xiao Han!!!!
A-PYA-001	PYA	67.37	83.47	16.10	43.87	66.65	22.78	0	100	100	小窗口dd你吧	Little window dd you.	小窗口联系你吧	Contact you through the small window.	I'll DM you.
A-PYA-002	PYA	60.49	87.35	26.86	53.30	82.21	28.92	0	0	0	350 q安	350 qan	350 QQ安卓区	350 QQ Android Zone	Offering ¥350 on the QQ Android server.
A-PYA-003	PYA	76.44	99.69	23.24	73.84	87.50	13.66	0	100	100	我喜欢你 CPDD	I like your CPDD.	我喜欢你 想和你谈恋爱	I like you and I want to date you.	I like you—want to date?
A-PYA-004	PYA	91.98	98.46	6.47	75.89	75.63	-0.26	0	0	0	好可爱cpdd...	So cute cpdd...	好可爱想找对象...	So cute, looking for a partner...	So cute—looking for someone to date...
A-PYA-005	PYA	88.77	86.36	-2.41	65.96	75.30	9.34	0	0	0	Chuan搭🔴⚪️红白配	Chuan wears red and white.	穿搭🔴⚪️红白配	Fashion 🔴⚪️ Red and White Match	Outfit 🔴⚪️ red and white.
A-PYA-006	PYA	91.09	96.31	5.22	80.58	77.52	-3.06	100	100	0	xhs是得加个翻译功能了	XHS needs to add a translation function.	小红书是得加个翻译功能了	Xiaohongshu should add a translation function.	Xiaohongshu really needs to add a translation feature.
A-PYA-007	PYA	74.99	75.75	0.76	56.75	55.58	-1.17	100	100	0	愿逆风如解意，蛇年多挣RMB	May the headwind understand, and in the Year of the Snake, earn more RMB.	愿逆风如解意，蛇年多挣人民币	May the headwind understand, and in the Year of the Snake, earn more RMB.	May even the headwinds understand your wishes, and may you make lots of RMB in the Year of the Snake.
A-PYA-008	PYA	70.58	50.93	-19.65	78.94	57.80	-21.15	100	0	-100	说 WOC 和 NB 欢迎来中国旅游和交朋友	Say WOC and NB welcome Chinese tourists and make friends.	说 我操 和 NB 欢迎来中国旅游和交朋友	Say I give up and NB welcome you to China for tourism and making friends.	Just say “holy crap” and “awesome.” Welcome to China—come travel and make friends!
A-PYA-009	PYA	29.01	34.94	5.93	55.35	60.02	4.67	100	0	-100	还是得看对口白话 对口白话兄弟yyds	Still, it's about the spoken language. Spoken language brothers, YYDS.	还是得看对口白话 对口白话兄弟永远的神	Still, it's about the spoken language. The spoken language brothers are forever gods.	You’ve got to watch Duikou Baihua. The Duikou Baihua guys are the GOAT.
