uid	category	xcomet_noisy	xcomet_clean	xcomet_d	kiwi_noisy	kiwi_clean	kiwi_d	nta_noisy	nta_clean	nta_d	src_noisy	hyp_noisy	src_clean	hyp_clean	ref_en
B-HOM-001	HOM	89.25	94.19	4.95	54.99	82.26	27.28	100	100	0	酱紫也行？那我也试试	Like this is okay? Then I'll try it too.	这样子也行？那我也试试	Is this okay like this? Then I'll try it too.	this works? then let me try too
B-HOM-002	HOM	98.07	99.15	1.08	65.00	81.88	16.88	0	0	0	你怎么酱紫说话，人家会误会的	How can you talk like that? People will misunderstand.	你怎么这样子说话，人家会误会的	How can you talk like that? People will misunderstand.	why do you talk like that, people will misunderstand
B-HOM-003	HOM	97.08	98.44	1.36	82.33	83.05	0.72	0	0	0	各位童鞋注意了，期末考试要来了	Everyone, pay attention! Final exams are coming up.	各位同学注意了，期末考试要来了	Everyone, please pay attention, the final exams are coming up.	attention classmates, final exams are coming
B-HOM-004	HOM	90.39	91.53	1.15	75.58	78.52	2.94	0	100	100	童鞋们帮我看看这道题怎么做	Kids, please help me see how to do this problem.	同学们帮我看看这道题怎么做	Classmates, could you help me take a look at how to do this problem?	classmates help me figure out this problem
B-HOM-005	HOM	94.05	96.69	2.64	72.69	81.16	8.47	100	100	0	我真的好稀饭这个博主，太搞笑了	I really love this blogger, they're so hilarious.	我真的好喜欢这个博主，太搞笑了	I really love this blogger, they're so hilarious!	I really like this creator, too funny
B-HOM-006	HOM	95.64	100.00	4.36	59.90	86.19	26.29	100	100	0	你是不是稀饭我？直说嘛	Do you like me? Just say it.	你是不是喜欢我？直说嘛	Do you like me? Just say it.	do you like me? just say it
B-HOM-007	HOM	94.63	97.47	2.84	78.42	83.52	5.10	0	100	100	今天又是杯具的一天，出门忘带钥匙	Today was another frustrating day; I forgot my keys when I left the house.	今天又是悲剧的一天，出门忘带钥匙	Today is another tragic day; I forgot my keys when I left the house.	another tragic day, forgot my keys going out
B-HOM-008	HOM	88.19	99.97	11.78	69.28	84.90	15.62	0	100	100	人生就是一个杯具接着一个杯具	Life is just one disappointment after another.	人生就是一个悲剧接着一个悲剧	Life is one tragedy after another.	life is one tragedy after another
B-HOM-009	HOM	81.06	96.97	15.91	60.29	79.60	19.31	0	0	0	游戏过于神金，不确定先从哪里笑起	The game is so ridiculously overpowered, I don't even know where to start laughing.	游戏过于神经，不确定先从哪里笑起	The game is too absurd, I don't know where to start laughing.	this game is so unhinged, not sure where to start laughing
B-HOM-010	HOM	75.33	85.36	10.03	71.73	56.85	-14.88	0	100	100	都说我做饭神金，今天就做神金给你们吃	"Everyone says I cook like a god, so today I'll make my ""godly dish"" for you all to eat."	都说我做饭神经，今天就做神经给你们吃	"Everyone says I'm a terrible cook, so today I'm making ""crazy"" for you to eat."	y'all say I'm crazy in the kitchen, so today I'm cooking crazy for you
B-HOM-011	HOM	85.89	95.56	9.68	62.60	82.51	19.92	0	0	0	世界上最神金的行为	The most divine act in the world.	世界上最神经的行为	The most neurotic behavior in the world.	the most unhinged behavior in the world
B-HOM-012	HOM	69.42	74.38	4.96	52.49	70.43	17.94	0	0	0	被这离谱的主播笑拥了	Was hugged by that outrageous streamer.	被这离谱的主播笑晕了	I was made dizzy by that ridiculous streamer's laughter.	I'm dead from this absurd streamer
B-HOM-013	HOM	89.10	91.68	2.58	61.61	73.64	12.03	0	0	0	笑拥了！带货主播推荐的迷惑水果太离谱了吧	Seriously?! The bizarre fruit recommended by that livestreaming seller is just ridiculous!	笑晕了！带货主播推荐的迷惑水果太离谱了吧	I fainted from laughing! The bizarre fruit recommended by that live-streamer was just too ridiculous.	I’m dying laughing! Those weird fruits promoted by live stream sales hosts are ridiculous.
B-HOM-014	HOM	92.28	94.10	1.81	77.08	80.30	3.22	0	0	0	新来的00后程序员写的代码，看到这段注释真的快把我笑拥了	The code written by these new Gen Z programmers was so funny, I almost burst out laughing when I saw this comment.	新来的00后程序员写的代码，看到这段注释真的快把我笑晕了	The code written by these new Gen Z programmers was so funny, the comments almost made me faint with laughter.	the new Gen Z programmer's code, seeing this comment almost killed me laughing
B-HOM-016	NEO	89.83	91.97	2.14	55.11	64.85	9.74	100	100	0	考试没复习直接寄，明年再来	Failed the exam without studying, it's over for this year, I'll try again next year.	考试没复习直接完了，明年再来	Didn't study for the exam, it's over. I'll try again next year.	didn't study for the exam, it's over, see you next year
B-HOM-018	HOM	77.96	75.25	-2.71	46.20	64.94	18.74	0	0	0	火钳流明，这帖子要火	This post is going to blow up.	火前留名，这帖子要火	Leave a comment before it blows up, this post is going to be a hit.	leaving a name before this blows up, this post is about to go viral
B-HOM-019	HOM	93.15	96.26	3.11	51.52	84.68	33.16	0	100	100	雀食好笑，不骗你	That's funny, I'm not kidding.	确实好笑，不骗你	It's genuinely funny, I'm not kidding.	it's genuinely funny, no cap
