uid	category	xcomet_noisy	xcomet_clean	xcomet_d	kiwi_noisy	kiwi_clean	kiwi_d	nta_noisy	nta_clean	nta_d	src_noisy	hyp_noisy	src_clean	hyp_clean	ref_en
B-HOM-001	HOM	89.33	95.46	6.13	60.74	84.34	23.60	0	0	0	酱紫也行？那我也试试	Is this okay? Then I'll try too.	这样子也行？那我也试试	Is this also possible? Then I'll try it too.	this works? then let me try too
B-HOM-002	HOM	98.07	99.12	1.05	65.00	81.71	16.72	0	0	0	你怎么酱紫说话，人家会误会的	How can you talk like that? People will misunderstand.	你怎么这样子说话，人家会误会的	How can you speak like that? People will misunderstand.	why do you talk like that, people will misunderstand
B-HOM-003	HOM	99.87	100.00	0.13	81.43	83.07	1.64	0	0	0	各位童鞋注意了，期末考试要来了	Attention all students, the final exam is coming	各位同学注意了，期末考试要来了	Attention all students, the final exam is coming.	attention classmates, final exams are coming
B-HOM-004	HOM	95.30	93.72	-1.58	81.56	81.07	-0.48	0	100	100	童鞋们帮我看看这道题怎么做	Kids, help me see how to solve this problem.	同学们帮我看看这道题怎么做	Classmates, please help me see how to do this problem.	classmates help me figure out this problem
B-HOM-005	HOM	96.59	97.07	0.48	73.40	82.97	9.58	100	100	0	我真的好稀饭这个博主，太搞笑了	I really like this blogger, he/she is so funny.	我真的好喜欢这个博主，太搞笑了	I really like this blogger; they're so funny.	I really like this creator, too funny
B-HOM-006	HOM	95.31	98.72	3.41	61.84	85.58	23.73	100	100	0	你是不是稀饭我？直说嘛	Do you like me? Just say it directly.	你是不是喜欢我？直说嘛	Do you like me? Just say it straight.	do you like me? just say it
B-HOM-007	HOM	91.64	94.75	3.11	75.91	83.22	7.31	0	100	100	今天又是杯具的一天，出门忘带钥匙	Today is another sad day; I forgot to bring my keys when I left home.	今天又是悲剧的一天，出门忘带钥匙	Today is another tragic day; I forgot to bring my keys when I left home.	another tragic day, forgot my keys going out
B-HOM-008	HOM	90.38	99.97	9.59	53.31	84.90	31.60	100	100	0	人生就是一个杯具接着一个杯具	Life is one tragedy after another.	人生就是一个悲剧接着一个悲剧	Life is one tragedy after another.	life is one tragedy after another
B-HOM-009	HOM	96.75	98.22	1.47	66.58	79.84	13.26	0	0	0	游戏过于神金，不确定先从哪里笑起	The game is too ridiculous; I'm not sure where to start laughing.	游戏过于神经，不确定先从哪里笑起	The game is too absurd; I'm not sure where to start laughing.	this game is so unhinged, not sure where to start laughing
B-HOM-010	HOM	86.15	91.31	5.16	75.14	73.42	-1.72	0	100	100	都说我做饭神金，今天就做神金给你们吃	Everyone says my cooking is divine, today I will cook divine food for you to eat.	都说我做饭神经，今天就做神经给你们吃	Everyone says my cooking is crazy, so today I'll make something crazy for you to eat.	y'all say I'm crazy in the kitchen, so today I'm cooking crazy for you
B-HOM-011	HOM	87.11	96.01	8.90	58.98	81.03	22.05	0	0	0	世界上最神金的行为	The most divine behavior in the world	世界上最神经的行为	The most ridiculous behavior in the world	the most unhinged behavior in the world
B-HOM-012	HOM	57.28	84.04	26.76	54.16	56.49	2.33	0	0	0	被这离谱的主播笑拥了	Laughed and hugged by this ridiculous streamer	被这离谱的主播笑晕了	Laughed so hard at this ridiculous streamer.	I'm dead from this absurd streamer
B-HOM-013	HOM	82.53	86.97	4.44	61.87	70.29	8.42	0	0	0	笑拥了！带货主播推荐的迷惑水果太离谱了吧	Unbelievable! The confusing fruits recommended by the live-streaming influencer are too absurd.	笑晕了！带货主播推荐的迷惑水果太离谱了吧	Laughed myself silly! The confusing fruits recommended by the live-streaming host are just too ridiculous.	I’m dying laughing! Those weird fruits promoted by live stream sales hosts are ridiculous.
B-HOM-014	HOM	83.85	82.53	-1.32	71.73	75.87	4.15	0	0	0	新来的00后程序员写的代码，看到这段注释真的快把我笑拥了	The code written by the new 00s programmer, this comment almost made me laugh to death.	新来的00后程序员写的代码，看到这段注释真的快把我笑晕了	The code written by the new 00s programmer, I almost died laughing when I saw this comment.	the new Gen Z programmer's code, seeing this comment almost killed me laughing
B-HOM-016	NEO	77.94	89.37	11.44	55.15	69.76	14.61	0	100	100	考试没复习直接寄，明年再来	No review for the exam, directly give up, see you next year.	考试没复习直接完了，明年再来	Didn't review for the exam, it's over already, will try again next year	didn't study for the exam, it's over, see you next year
B-HOM-018	HOM	64.25	85.51	21.25	49.96	72.59	22.64	0	0	0	火钳流明，这帖子要火	Fire钳Luminescence, this post is going to blow up	火前留名，这帖子要火	Leave your name before it goes viral, this post is about to blow up.	leaving a name before this blows up, this post is about to go viral
B-HOM-019	HOM	93.87	96.75	2.89	54.50	84.80	30.30	0	0	0	雀食好笑，不骗你	It's really funny, I'm not kidding you.	确实好笑，不骗你	It's really funny, I'm not kidding you.	it's genuinely funny, no cap
B-HOM-021	HOM	87.08	97.65	10.56	72.11	83.98	11.88	0	100	100	沃草，这无人机表演太震撼了	Wocao, this drone show is amazing!	我操，这无人机表演太震撼了	Damn, this drone show is amazing!	holy crap, this drone show is insane
B-HOM-023	HOM	83.85	83.13	-0.72	75.92	55.18	-20.74	0	0	0	你想peach呢，哪有这么好的事	Do you want a peach? How could such a good thing exist?	你想屁吃呢，哪有这么好的事	Are you out of your mind? There's no such good thing.	you're dreaming, how can something that good happen
B-HOM-024	HOM	85.29	97.08	11.80	76.90	83.82	6.92	0	100	100	别虾扯蛋了，老师说的都是真的吗	Stop making excuses, is everything the teacher said true?	别瞎扯淡了，老师说的都是真的吗	Stop talking nonsense. Are all the things the teacher says true?	stop talking BS, is what the teacher said even true
B-HOM-025	HOM	68.95	69.42	0.47	65.43	54.44	-11.00	0	0	0	先报上自己的分数啊搞辣菜	First, report your own score, then make spicy dishes.	先报上自己的分数啊搞拉踩	First, report your own score, you downer.	dropping your score first before throwing shade smh
B-HOM-026	HOM	75.39	96.90	21.51	68.06	77.09	9.03	0	100	100	蚌埠住了，腾讯这泄密处理速度也太快了吧	Living in Bengbu, Tencent's information leakage handling speed is also too fast, right?	绷不住了，腾讯这泄密处理速度也太快了吧	Can't hold it in any longer—Tencent's information leakage response speed is just too fast!	I can't hold it in anymore, Tencent's speed in handling this leak is just too fast
B-HOM-027	HOM	48.27	69.94	21.67	57.10	72.79	15.68	0	0	0	嗷利给，西班牙第一了	Aurie, number one in Spain	奥利给，西班牙第一了	Olé, number one in Spain!	Aigoo Spain took first place let's gooo
B-HOM-028	HOM	58.87	71.88	13.01	50.83	73.34	22.51	0	0	0	这配置针不戳，性价比拉满	This configuration is not bad at all, the cost-performance ratio is maxed out.	这配置真不错，性价比拉满	This configuration is really great, with maximum cost-performance ratio.	This setup slaps, value for money off the charts
B-HOM-029	HOM	40.55	65.80	25.25	52.02	68.33	16.31	0	0	0	赛里木湖这操作针不戳啊，景区打人还能辞退就完事了？	This operation at Sayram Lake is really impressive, right? Just getting fired for beating tourists at the scenic area is enough?	赛里木湖这操作真不错啊，景区打人还能辞退就完事了？	What a great move by Sayram Lake! If a scenic area staff beats someone, can they just get fired and that's it?	Sarim Lake's handling is just great, beating people at a scenic spot and just firing them is that it?
B-HOM-030	HOM	76.59	94.89	18.30	64.58	80.21	15.63	0	100	100	蚌埠住了，这也太好笑了吧	Living in Bengbu, this is too funny, right?	绷不住了，这也太好笑了吧	I can't hold it anymore, this is too funny	bruh I can't hold it in this is too funny lmao
B-HOM-031	HOM	90.93	87.31	-3.62	77.61	74.69	-2.91	100	0	-100	卧槽317万年终奖就这么没了？	Damn, 3.17 million yuan annual bonus is just gone like that?	我操317万年终奖就这么没了？	My 3.17 million yuan annual bonus is just gone like this?	Wtf, 3.17 million year-end bonus just gone like that?
B-HOM-032	HOM	79.06	79.12	0.06	50.59	80.00	29.41	0	0	0	你就耗子尾汁吧，别折腾了	Just give it up, don't keep messing around.	你就好自为之吧，别折腾了	Just do as you please, don't cause any more trouble.	watch yourself bro stop messing around
B-HOM-033	HOM	84.49	81.08	-3.41	64.09	58.93	-5.16	0	0	0	王虹这波属实深藏blue了，拿完奖还这么低调	Wang Hong is really being very humble this time, staying so low-key even after winning the award.	王虹这波属实深藏不露了，拿完奖还这么低调	Wang Hong is really holding back her depth this time, staying so low-key even after winning the award.	Wang Hong has truly been hiding her talents, so low-key after winning the award
B-HOM-034	HOM	77.72	95.68	17.95	49.60	78.92	29.32	0	100	100	蚌埠住了这也太搞笑了	It's too funny that this is in Bengbu.	绷不住了这也太搞笑了	I can't hold it anymore, this is too funny	can't hold it in anymore this is way too funny fr
B-HOM-035	HOM	80.25	91.78	11.53	47.21	78.98	31.77	0	100	100	看到50亿离婚案的消息我直接蓝瘦香菇	When I saw the news about the 5 billion divorce case, I immediately felt so sad and cried my eyes out.	看到50亿离婚案的消息我直接难受想哭	I was so upset and wanted to cry when I saw the news about the 5 billion divorce case.	Seeing the news about the 5 billion divorce case, I'm so sad I could cry
B-HOM-036	HOM	67.93	93.41	25.48	75.47	85.65	10.18	0	0	0	针不戳，这个视频做得真好	Needle does not pierce, this video is really well made.	真不错，这个视频做得真好	That's great, this video is really well done.	not bad this video is actually fire
B-HOM-037	HOM	92.88	94.96	2.08	59.79	74.53	14.73	0	0	0	这景区管理duck不必，7个人打一个司机	This scenic area management is unnecessary, seven people beat up a driver.	这景区管理大可不必，7个人打一个司机	This scenic area management is unnecessary; seven people attacked one driver.	This scenic area management is totally unnecessary, 7 people beating one driver
B-HOM-038	HOM	98.94	99.38	0.44	56.99	84.02	27.03	0	0	0	这个颜色灰常好看	This color is very nice.	这个颜色非常好看	This color looks very nice.	this color looks really good ngl
B-HOM-039	HOM	76.35	84.11	7.76	63.73	69.14	5.41	0	0	0	腾讯这波操作属于是虾仁猪心了	Tencent's move is like putting shrimp in a pork heart.	腾讯这波操作属于是杀人诛心了	Tencent's move this time can be described as striking at the heart.	Tencent's move this time is truly adding insult to injury
